事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：重症心身障がい児,指定日,主たる事業所名,共生型指定,Unnamed: 11,Unnamed: 12,Unnamed: 13
2759120294,プレイン十三センター,06-6829-7969,072-344-5219,532-0023,大阪府大阪市淀川区十三東一丁目８番１２－４０１号　 ,株式会社プレイン,,2018/11/01,,,,,
2759120344,児童発達支援・放課後等デイサービスＭａｙＭａｙ,06-6390-3715,06-6390-3717,532-0023,大阪府大阪市淀川区十三東一丁目１１番２８号　光第八ビル１階,特定非営利活動法人ちゃいるどりいむ,〇,2019/04/01,,,,,
2759120476,ＰＰピアニシモ,06-4862-4753,06-4862-7539,532-0023,大阪府大阪市淀川区十三東三丁目１７番１２号　翠香園１階,特定非営利活動法人和,,2020/09/01,,,,,
2759120336,ＹＣＣもこもこ十三教室,06-6308-7071,06-6308-7074,532-0024,大阪府大阪市淀川区十三本町一丁目２１番１１号　 ,有限会社リーベ稲穂,,2019/04/01,,,,,
2759120484,こどものひだまり,06-6732-9773, ,532-0024,大阪府大阪市淀川区十三本町一丁目１６番９号　フレアコート北野２Ｆ,株式会社ＴＳＭ,,2020/10/01,,,,,
2759120591,ワンスターリウム,06-6309-8889,06-6309-8891,532-0026,大阪府大阪市淀川区塚本二丁目１１番６号　ハピネス塚本１階,株式会社ワンスターグループ,,2021/12/01,,,,,
2759120625,塚本駅前にこにこツリーハウス,06-6309-5203,06-6459-9090,532-0026,大阪府大阪市淀川区塚本二丁目１８番１５号　塚本総合クリニックビル４階,株式会社スマイルファクトリー,,2022/04/01,,,,,
2759120781,えがおのおへや　十三公園,06-6309-5581,06-6309-5582,532-0026,大阪府大阪市淀川区塚本三丁目８番１９号　 ,株式会社えがおのおへや,,2024/03/01,,,,,
2759120765,児童発達支援・放課後等デイサービス　ワンスターロイス,06-6770-9361,06-6770-9362,532-0027,大阪府大阪市淀川区田川二丁目３番６号　北野ハイツ１０５,株式会社ワンスターグループ,,2024/03/01,,,,,
2759120070,児童デイサービスわくわく,06-6301-8989,06-6306-6503,532-0028,大阪府大阪市淀川区十三元今里三丁目１番７２号　 ,社会福祉法人博愛社,,2015/04/01,,,,,
2759120302,放課後等デイサービス　けやきの森,06-4805-7655,06-4805-7656,532-0028,大阪府大阪市淀川区十三元今里二丁目４番７号　ハイム籏１階,株式会社けやきの森,,2019/01/01,,,,,
2759120211,アートラボ　コドモブロス,06-4862-6888,06-4862-6888,532-0028,大阪府大阪市淀川区十三元今里一丁目４番１８号　 ,合同会社コドモブロス,,2017/05/01,,,,,
2759120674,アトリエ　コドモブロス,06-6304-7273,06-6304-7273,532-0028,大阪府大阪市淀川区十三元今里一丁目４番１７号　 ,合同会社コドモブロス,,2022/11/01,,,,,
2759120419,きっずぷらす,06-6202-7102,06-6202-7102,532-0028,大阪府大阪市淀川区十三元今里二丁目７番８号　 ,株式会社ベストグロー,,2020/05/01,,,,,
2759120856,児童発達支援・放課後等デイサービス　Ｃｈｉｒｏｎ,06-6195-6342,06-6195-6343,532-0028,大阪府大阪市淀川区十三元今里二丁目２１番１４号　十三福助ビル１階,株式会社ワンスターグループ,,2024/10/01,,,,,
2759120617,リールスメイト加島,06-6390-8021,06-6390-8121,532-0031,大阪府大阪市淀川区加島三丁目中２番１６号　ＫＳビル１階,株式会社　ケア２１,,2022/04/01,,,,,
2759120195,こはる,070-5044-1911, ,532-0031,大阪府大阪市淀川区加島二丁目４番２号　 ,有限会社　ほほえみ,,2017/04/01,,,,,
2759120385,こはるび,080-3341-7956,06-6476-9133,532-0031,大阪府大阪市淀川区加島三丁目６番１６号　 ,有限会社　ほほえみ,,2019/12/01,,,,,
2759120518,なちゅらる教室加島,06-6195-3565,06-6195-3566,532-0031,大阪府大阪市淀川区加島四丁目５番１０号　 ,株式会社タケシタ,,2021/04/01,,,,,
2759120039,児童デイサービスあねらはうす,080-2403-8540,06-6308-0557,532-0032,大阪府大阪市淀川区三津屋北一丁目１９番８号１Ｆ　 ,株式会社　こころ,,2013/03/01,,,,,
2759120526,児童発達支援・放課後等デイサービスあるぶる,06-6195-9975,06-6195-9978,532-0032,大阪府大阪市淀川区三津屋北二丁目１１番１９号　 ,ＳＨＩＮＴ株式会社,,2021/04/01,,,,,
2759120567,あっぷるｔｒｅｅ　ｈｏｍｅ　神崎川,06-6300-7726,06-6300-7727,532-0032,大阪府大阪市淀川区三津屋北一丁目１番２０号　 ,林檎の木ａｐｐｌｅ　ｔｒｅｅ株式会社,,2021/08/01,,,,,
2759120492,児童発達支援・放課後等デイサービスフロル　三津屋,06-6304-3010,06-6304-3010,532-0032,大阪府大阪市淀川区三津屋北一丁目３４番５号　 ,株式会社グッドライフ,,2020/11/01,,,,,
2759120393,あるべろ,06-6842-9577,06-6842-9595,532-0033,大阪府大阪市淀川区新高五丁目７番２号　 ,ＳＨＩＮＴ株式会社,,2020/02/01,,,,,
2759120427,児童発達支援・放課後等デイサービスフロル,06-6397-9995,06-6397-9995,532-0033,大阪府大阪市淀川区新高二丁目１９番２号　 ,株式会社グッドライフ,,2020/06/01,,,,,
2759120732,児童発達支援・放課後等デイサービスワンスタープロド,06-4867-3650,06-4867-3651,532-0033,大阪府大阪市淀川区新高二丁目１９番１０号　プレアール新高Ⅱ,株式会社ワンスターグループ,,2023/09/01,,,,,
2759120369,ハッピーライフ３ぽいんと,06-6152-9956,06-6152-9957,532-0034,大阪府大阪市淀川区野中北二丁目１０番１７号　 ,ハッピーライフ株式会社,,2019/09/01,,,,,
2759120740,かがや樹,06-6838-3770,06-6838-3771,532-0035,大阪府大阪市淀川区三津屋南二丁目１２番８号　 ,ＳＨＩＮＴ株式会社,,2024/01/01,,,,,
2759120252,キーストーン,06-6195-4315,06-6195-4316,532-0036,大阪府大阪市淀川区三津屋中二丁目３番１２号　アドモアコート三津屋中１階,医療法人恵真会,,2018/07/01,,,,,
2759120054,放課後等デイサービスリアン,06-6195-2923,06-6195-2926,532-0036,大阪府大阪市淀川区三津屋中一丁目４番２３号　 ,特定非営利活動法人あい・すまいる淀川,,2014/07/01,,,,,
2759120161,放課後等デイサービス　たいよう,06-4862-5338,06-4862-5460,532-0036,大阪府大阪市淀川区三津屋中二丁目５番１６号　 ,特定非営利活動法人あい・すまいる淀川,,2016/09/01,,,,,
2753020722,リールスメディカル井高野,06-6349-6021,06-6349-6121,533-0001,大阪府大阪市東淀川区井高野二丁目７番２８号　 ,株式会社　ケア２１,〇,2024/03/01,,,,,
2753020235,放課後等デイサービス　ウィズの木,06-6829-3904,06-6829-3902,533-0002,大阪府大阪市東淀川区北江口二丁目５番２号　ハイムクリエイティブ１階,株式会社ウィズケア,,2016/10/01,,,,,
2753020383,放課後等デイサービス　ウィズ・ユー摂津東淀川,06-6732-9422,06-6732-9488,533-0002,大阪府大阪市東淀川区北江口四丁目２１番８号　 ,合同会社幸照,,2019/08/01,,,,,
2753020037,風の子デイサービス,080-9934-5360,06-6328-4030,533-0004,大阪府大阪市東淀川区小松一丁目１５番２７号　 ,社会福祉法人　水仙福祉会,,2012/04/01,,,,,
2753020755,いきるちから５,06-6327-2223,06-6327-2224,533-0004,大阪府大阪市東淀川区小松一丁目１３番２８号　マンション西１０３号,株式会社ＧＥＮＥＲＡＬ　ＭＥＲＣＨＡＮＴ　ＥＸＣＬＵＳＩＶＥ,,2024/04/01,,,,,
2753020482,発達支援ルーム　ピースプラント東淀川２くみ,06-6329-1621,06-6329-1622,533-0005,大阪府大阪市東淀川区瑞光四丁目３番２１号　２階,株式会社ピースプラント,,2021/05/01,,,,,
2753020656,ひなたぼっこ瑞光事業所,06-6370-2110,06-6195-6019,533-0005,大阪府大阪市東淀川区瑞光二丁目１２番２６号　新瑞光ハイツ１階１０３号,株式会社堀,,2023/05/01,,,,,
2753020565,いきるちから２,06-6324-5015,06-6324-5016,533-0005,大阪府大阪市東淀川区瑞光四丁目１番１８号ー３Ｆ　 ,株式会社ＧＥＮＥＲＡＬ　ＭＥＲＣＨＡＮＴ　ＥＸＣＬＵＳＩＶＥ,,2022/04/01,,,,,
2753020540,ポピー,06-6459-9597,06-6459-9598,533-0006,大阪府大阪市東淀川区上新庄二丁目１番４０号　２Ｆ,社会福祉法人コミュニティキャンパス,,2022/02/01,,,,,
2753020144,放課後等デイサービス　おひさま,06-7164-3938,06-7164-3938,533-0006,大阪府大阪市東淀川区上新庄二丁目１４番１８号　 ,株式会社ＫＡＭＥＩ,,2015/05/01,,,,,
2753020433,放課後等デイサービス　こころん,06-7163-7969,06-7164-1896,533-0006,大阪府大阪市東淀川区上新庄三丁目１番３３号　 ,株式会社アットマインド,,2020/07/01,,,,,
2753020623,くぬぎ,06-7777-1187, ,533-0006,大阪府大阪市東淀川区上新庄三丁目１１番６号　エトワール上新庄１－Ｂ,株式会社ファンデイト,,2022/11/01,,,,,
2753020730,こどもサポート教室オレンジ,080-4758-3458, ,533-0006,大阪府大阪市東淀川区上新庄三丁目１９番４７号　エスポアールⅡ１Ｆ,オレンジ株式会社,,2024/03/01,,,,,
2753020573,あゆみん相川,06-6340-2211,06-6340-2212,533-0007,大阪府大阪市東淀川区相川二丁目１７番４号　パレス相川１階,株式会社ＡＳＫ,,2022/07/01,,,,,
2753020672,ＬＩＢ東淀川,06-6732-9428,06-6732-9438,533-0011,大阪府大阪市東淀川区大桐四丁目１番２１号　メゾンガロパンⅠ　１０１号室,株式会社ＬＩＢＯ,〇,2023/06/01,,,,,
2753020045,わかくさ,06-6990-4007,06-6990-4008,533-0012,大阪府大阪市東淀川区大道南二丁目６番３号　 ,社会福祉法人　路交館,,2012/04/01,,,,,
2753020318,放課後等デイサービス　ドルフィン,06-6829-7332,06-6829-7335,533-0012,大阪府大阪市東淀川区大道南三丁目６番１５号　ＤＡＮビル１階,株式会社ながの,,2019/03/01,,,,,
2753020292,リールスメイト豊里,06-6324-5021,06-6324-5022,533-0013,大阪府大阪市東淀川区豊里五丁目２１番３号　アローウィング栄光１０１号室,株式会社　ケア２１,,2018/08/01,,,,,
2753020557,ハッピーライフｔｓｕｎａｇｕ,06-6195-4876,06-6195-4877,533-0013,大阪府大阪市東淀川区豊里六丁目１５番３号　 ,ハッピーライフ株式会社,,2022/03/01,,,,,
2753020201,放課後等デイサービスはあとくみ,06-4862-4528,06-4862-4529,533-0013,大阪府大阪市東淀川区豊里二丁目１番５－１０７号　 ,株式会社ＨＥＡＲＴ－ＫＵＭＩ,,2015/12/01,,,,,
2753020219,放課後等デイサービス　にじいろテラス,06-6300-7200,06-6300-7258,533-0013,大阪府大阪市東淀川区豊里四丁目５番２１号　 ,株式会社親愛,,2016/08/01,,,,,
2753020417,ひなたぼっこ　豊里事業所,06-6476-7781,06-6476-7782,533-0013,大阪府大阪市東淀川区豊里二丁目１４番２２号　 ,株式会社堀,,2020/05/01,,,,,
2753020458,放課後等デイサービスしるし,06-6829-6532,06-6964-4158,533-0013,大阪府大阪市東淀川区豊里二丁目７番１８号　豊里コトブキビル２Ｂ,株式会社Ｎｅｖｅｒ,,2020/08/01,,,,,
2753020177,あゆみん上新庄,06-6795-9222,06-6795-9229,533-0014,大阪府大阪市東淀川区豊新五丁目１番１６号　ピノヴェルデ１Ａ,株式会社ＡＳＫ,,2015/10/01,,,,,
2753020409,発達支援ルーム　ピースプラント東淀川,06-6160-1100,06-6160-1200,533-0014,大阪府大阪市東淀川区豊新五丁目２０番１６号　２階,株式会社ピースプラント,,2020/10/01,,,,,
2753020284,グリーン,06-6990-8002,06-6990-8001,533-0014,大阪府大阪市東淀川区豊新五丁目６番２号　 ,有限会社ダイヤメディカルケア,,2018/06/01,,,,,
2753020763,にじいろテラス豊新,06-6755-9938,06-6755-9937,533-0014,大阪府大阪市東淀川区豊新五丁目１０番１４号　植原ユウハイツ１階,株式会社親愛,,2024/08/01,,,,,
2753020581,かたぐるま　東淀川ｏｎｅ,06-6795-9380,06-6795-9381,533-0014,大阪府大阪市東淀川区豊新三丁目５番２７号　 ,株式会社康ＹＡＳＵ,〇,2022/09/01,,,,,
2753020490,放課後等デイサービスこころん第二教室,06-7174-0543,06-7181-3043,533-0014,大阪府大阪市東淀川区豊新五丁目１７番７号　レクシア上新庄１０３,株式会社アットマインド,,2021/06/01,,,,,
2753020748,放課後デイサービスミライク,06-6990-7301,06-6990-4166,533-0014,大阪府大阪市東淀川区豊新三丁目１番２１号　 ,株式会社すみれプランニング,,2024/04/01,,,,,
2753020631,けやき,06-7777-1189, ,533-0014,大阪府大阪市東淀川区豊新五丁目１５番３２号　ルミナス若葉１階２号,株式会社ファンデイト,,2023/01/01,,,,,
2753020508,いきるちから１,06-6160-8989,06-6160-1888,533-0015,大阪府大阪市東淀川区大隅一丁目６番５４号　２階,株式会社ＧＥＮＥＲＡＬ　ＭＥＲＣＨＡＮＴ　ＥＸＣＬＵＳＩＶＥ,,2021/09/01,,,,,
2753020250,ハッピーライフきたおおさか,06-6324-2525,06-6324-2526,533-0021,大阪府大阪市東淀川区下新庄三丁目８番８号　 ,ハッピーライフ株式会社,,2017/03/01,,,,,
2753020268,あゆみん下新庄,06-6300-7343,06-6300-7344,533-0022,大阪府大阪市東淀川区菅原七丁目６番６号　中屋ハイツ１階,株式会社ＡＳＫ,,2017/10/01,,,,,
2753020136,スマイルクラブ,06-6322-6677,06-6322-6677,533-0022,大阪府大阪市東淀川区菅原四丁目２番１号　ファースト菅原１Ｆ,株式会社ナチュラルカラー,,2014/11/01,,,,,
2753020441,まんてん東淀川菅原教室,06-6323-1000,06-6323-1001,533-0022,大阪府大阪市東淀川区菅原三丁目４番１６号　ビルディングⅡ菅原１階Ｔ０１号室,有限会社まんてん,,2020/08/01,,,,,
2753020664,児童発達支援・放課後等デイサービス　にじいろチョコ,06-6829-7449,06-6829-7449,533-0022,大阪府大阪市東淀川区菅原三丁目１番３号　淡路第２ダイヤモンドハイム１０２,株式会社Ａｓｈ．ｐ,,2023/06/01,,,,,
2753020706,菅原天満うめっこクラブ,06-6328-6079,06-6328-1922,533-0022,大阪府大阪市東淀川区菅原二丁目３番２７号　 ,学校法人菅原天満宮学園,,2024/01/01,,,,,
2753020326,かたぐるま　東淀川,06-6327-2800,06-6327-2808,533-0023,大阪府大阪市東淀川区東淡路一丁目５番５１号　 ,株式会社康ＹＡＳＵ,〇,2019/03/01,,,,,
2753020359,フレンズ淡路,06-6323-0122,06-6476-9128,533-0023,大阪府大阪市東淀川区東淡路三丁目１番６号　アビタシオン・カジ１階,株式会社Ｏｒｉｇｉｎ,,2019/04/01,,,,,
2753020524,ＣＯＣＯＬＯ東淀川,06-6379-3820,06-6379-3821,533-0031,大阪府大阪市東淀川区西淡路五丁目１８番６号　 ,一般社団法人いちごいちえ,,2021/12/01,,,,,
2753020086,ケロケロハウス,06-6195-8872,06-6195-8873,533-0031,大阪府大阪市東淀川区西淡路五丁目８番１５号　シャルムビラ土井１０１号,株式会社　悠希,,2014/05/01,,,,,
2753020466,まんてん東淀川西淡路教室,06-6323-7777,06-6323-7778,533-0031,大阪府大阪市東淀川区西淡路五丁目１５番１０号　アーバンハイツ西淡路２階,有限会社まんてん,,2020/10/01,,,,,
2753020649,放課後等デイサービス　ウィズ・ユー新大阪淡路,070-8509-4674,06-7635-9772,533-0031,大阪府大阪市東淀川区西淡路一丁目１７番１３号　フェニックスビル２階,株式会社ＮＯＲＩＣＯ,,2023/04/01,,,,,
2753000013,淡路こども園,06-6323-6395,06-6323-2856,533-0031,大阪府大阪市東淀川区西淡路５丁目１番１２号　 ,社会福祉法人　水仙福祉会,,2016/05/01,,,,,
2753020532,ＣＯＣＯＬＯはうす淡路,06-6160-8022,06-6160-8023,533-0032,大阪府大阪市東淀川区淡路二丁目４番１８号　 ,一般社団法人いちごいちえ,,2021/12/01,,,,,
2753020102,オレンジ,06-6321-2244,06-6195-1884,533-0032,大阪府大阪市東淀川区淡路四丁目１６番１０号　アミル７　１０１号,有限会社ダイヤメディカルケア,〇,2014/07/01,,,,,
