就労継続支援（Ｂ型）,,,,,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,,,
2713002968,ＢＡＳＥ＿ＦＡＭＩＬＹ,06-6770-9494, ,533-0011,大阪市東淀川区大桐一丁目１９番２号　１階,株式会社ソレイユ,○,○,○,○,20,,2023/10/01,,,,
2713001911,就労支援トモワーク豊里,06-7165-2294,06-7165-2294,533-0013,大阪市東淀川区豊里六丁目１５番９号　アバース豊里１階,一般社団法人ＮＯＲＭＡＬＩＺＥ,○,○,○,○,20,,2019/03/01,,,,
2713002620,あおぞら,06-6380-9620,06-6369-7194,533-0013,大阪市東淀川区豊里四丁目１４番６号　第一プレジデントハイツ１階１０５号室,一般社団法人Ｆｅｓｔｉｖａｌ,,○,○,,20,,2022/09/01,,,,
2713001275,バンビの里,06-6770-9889,06-6770-9890,533-0013,大阪市東淀川区豊里四丁目１４番６号　第１プレジデントハイツ２０３号,株式会社バンビ,○,○,○,○,20,,2013/12/01,,,,
2713003180,おうちでばんび２ｎｄ,06-6755-9317,06-6755-9318,533-0013,大阪市東淀川区豊里七丁目２０番９号　 ,株式会社バンビ,○,○,○,○,20,,2024/09/01,,,,
2713002166,就労支援事務所のんびり,06-6379-3225,06-6379-3672,533-0013,大阪市東淀川区豊里二丁目７番１８号　１階Ｂ号,株式会社Ｎａｏｊｉ,○,○,○,○,20,,2020/09/01,,,,
2713002224,スターガーデン,06-6795-9294,06-6459-9253,533-0013,大阪市東淀川区豊里五丁目２８番１５号　ウエストヒルズ１Ｆ,合同会社Ｇｕａｒｄｉａｎ,○,○,○,○,20,,2021/02/01,,,,
2713002281,フリースタイル,06-6160-2850,06-6160-2851,533-0013,大阪市東淀川区豊里七丁目２８番１２号　 ,株式会社ひふみ,,○,○,,20,,2021/07/01,,,,
2713002521,Ｍｉｉ,06-6328-0024,06-6328-0024,533-0013,大阪市東淀川区豊里二丁目２４番３号１０２号室　 ,合同会社ＯＷＬ,○,○,○,○,20,,2022/05/01,,,,
2713002687,就労支援事業所はらっぱ,06-6829-6173,06-6379-3672,533-0013,大阪市東淀川区豊里二丁目７番１８号　２階Ａ号,株式会社ＧｒｏｗＬｅｇｉｏｎ,○,○,○,○,20,,2022/09/01,,,,
2713002760,おうちでばんび,06-4862-6267,06-4862-6267,533-0013,大阪市東淀川区豊里四丁目１４番６号１０３　 ,株式会社Ｂａｍｂｉ,○,○,○,○,20,,2022/12/01,,,,
2713001523,ちゃれんびぃ,06-6990-8047,06-6323-0503,533-0014,大阪市東淀川区豊新五丁目１９番１０号　 ,株式会社チャレンビー,○,○,○,○,10,○,2017/03/01,,,,
2713002885,ネクスト,06-6711-4686,06-6711-4687,533-0014,大阪市東淀川区豊新二丁目５番３０号　 ,株式会社ワンズ,○,○,○,○,20,,2023/06/01,,,,
2713003230,エンジェルフラン,06-6746-9224,06-6746-9225,533-0015,大阪市東淀川区大隅二丁目４番２４号　 ,株式会社ＴＫ．フレンドリー,○,○,○,○,20,,2024/12/01,,,,
2713001515,ＪＯＢ　ＳＴＡＲ,06-6370-6555,06-6370-6555,533-0015,大阪市東淀川区大隅一丁目６番５４号　３Ｆ,ＮＰＯ法人　スマイル,○,○,○,○,20,,2015/12/01,,,,
2713001697,未来の里,06-6327-2227,06-6327-2228,533-0021,大阪市東淀川区下新庄三丁目８番４１号　スタンドアップ下新庄１階,一般社団法人ネクストステージ,○,○,○,○,10,○,2024/08/01,,,,
2713002513,Ｋｕｒｕｔｔｏ,06-7898-2136,06-7898-8831,533-0021,大阪市東淀川区下新庄一丁目７番１３号　プレスト下新庄１０１号,浪速テクノ株式会社,○,○,○,○,20,,2022/05/01,,,,
2713002190,南国の熱帯魚,06-7777-4348,06-6732-9827,533-0022,大阪市東淀川区菅原四丁目４番２８号　ハウスアイ菅原１０４号,一般社団法人Ｋ＆Ｍロード,○,○,○,○,20,,2021/02/01,,,,
2713001549,道の空,06-6990-1261,06-6990-1262,533-0022,大阪市東淀川区菅原四丁目１１番１号　ビスタ新庄ハイツⅡ２０１号室２０２号室,株式会社道,○,○,○,○,20,,2016/03/01,,,,
2713001903,ワークショップ　ジョイント,06-6195-5650,06-6195-5680,533-0022,大阪市東淀川区菅原四丁目４番４３号　ロイヤルハイム豊里１階,株式会社アスキー,○,○,○,○,20,○,2019/02/01,,,,
2713003016,多機能型事業所あおぞら,06-6379-3225,06-6379-3672,533-0022,大阪市東淀川区菅原六丁目１番１９号　レクシア淡路２０１・２０２号室,株式会社Ｎａｏｊｉ,○,○,○,○,10,○,2023/11/01,,,,
2713003024,就労継続支援Ｂ型　はなま～る,080-5347-8700,06-6476-9714,533-0022,大阪市東淀川区菅原七丁目１０番９号１階　 ,ミュゼ株式会社,○,○,○,,20,,2023/11/01,,,,
2713000806,ほっとコミュニティうぃる,06-6321-3551,06-6321-3481,533-0023,大阪市東淀川区東淡路二丁目９番１３号　,社会福祉法人　路交館,○,○,○,,20,,2010/04/01,,,,
2713003115,ワークショップ　ジョイントＲＦ,06-6370-2120,06-6370-2121,533-0023,大阪市東淀川区東淡路一丁目６番９号　おおきに北大阪リバーフロントＡＰ　２Ｆ,株式会社アスキー,○,○,○,○,20,,2024/04/01,,,,
2713002505,就労支援事業所ｐｅｐ,06-6321-2220,06-6321-2220,533-0031,大阪市東淀川区西淡路五丁目１７番２１号　ミュゼ西淡路１０２号,株式会社ａｇａｉｎ,○,○,○,○,20,,2022/05/01,,,,
2713002117,就労支援事業所Ｆｏｒｔｕｎｅ,06-6326-8226,06-6326-8226,533-0031,大阪市東淀川区西淡路五丁目１７番２１号　ミュゼ西淡路１０３号,株式会社Ｄｙａｄｉｃ　Ｓｔａｒ,○,○,○,○,14,○,2020/07/01,,,,
2713002471,就労継続支援　革工房　ｔｏｒｏｇｉ,06-6195-4247,06-6195-4248,533-0031,大阪市東淀川区西淡路一丁目１７番１２号　コーポフェニックス２Ｆ２号,合同会社Ｈａｐｐｉｎｅｓｓ,○,○,○,○,20,,2022/04/01,,,,
2713002927,ＲＥＳＣＵＥ　ＨＯＵＳＥ　ａｗａｊｉ,06-7410-3749, ,533-0031,大阪市東淀川区西淡路三丁目８番３０号　 ,株式会社ＶＩＴＡ,○,○,○,○,20,,2023/07/01,,,,
2713002588,オトラボ,06-6795-9276,06-6795-9426,533-0032,大阪市東淀川区淡路二丁目１６番１９号　ＮＫビル１０　２Ｆ,一般社団法人ミュージックサークルＬＡＢＯ,○,○,○,○,20,,2022/08/01,,,,
2713002240,就労支援事業所わんステップ,06-6195-7973,06-6195-7973,533-0032,大阪市東淀川区淡路五丁目１９番１１号　清明ハイツ１０１号室,株式会社ａｇａｉｎ,○,○,○,○,14,○,2021/06/01,,,,
2713003008,就労支援事業所ＴＯＨＯ,06-4862-5278,06-4862-5278,533-0032,大阪市東淀川区淡路四丁目１５番１９号　 ,株式会社ａｇａｉｎ,○,○,○,○,20,,2023/11/01,,,,
2713002133,就労支援事業所こころプラス,06-6195-9779,06-7164-1896,533-0032,大阪市東淀川区淡路四丁目６番２２号　工藤ビル３階,株式会社アットマインド,○,○,○,○,10,○,2020/07/01,,,,
2713002497,はるはる,06-6327-8000,06-6327-0300,533-0032,大阪市東淀川区淡路四丁目５番１３号　 ,合同会社ケア・ファクトリー,○,○,○,○,20,,2022/04/01,,,,
2713002018,あゆみワークス,06-6160-8920,06-6160-8921,533-0033,大阪市東淀川区東中島三丁目１７番１２号　崇禅寺ビル１階,合同会社ジュレイ,○,○,○,○,20,,2019/11/01,,,,
2713000988,東淀川ふれあい工房,06-6324-4498,06-6324-4498,533-0033,大阪市東淀川区東中島五丁目１８番１７号　泉マンション１階,特定非営利活動法人　東淀川ふれあい市民の会,,,○,,15,,2012/04/01,,,,
2711501979,ワークロード新深江,06-6975-1250,06-6975-1251,537-0002,大阪市東成区深江南一丁目１２番３号　２１０,株式会社ワークロード,○,○,○,○,20,,2024/05/01,,,,
2711502159,メタゲーム今里,06-6736-5633,06-6736-5633,537-0003,大阪市東成区神路四丁目６番１９－２０１．２０２号　 ,株式会社ＭＹＲ,○,○,○,○,20,,2024/11/01,,,,
2711501250,スペースＮＡＮＡＩＲＯ,06-6975-8277,06-6975-8278,537-0003,大阪市東成区神路一丁目７番４号　ユニバーサルバンクビル２０１号室,全国社会福祉会ＮＡＮＡＩＲＯ　ＦＡＲＭＳ株式会社,○,○,○,○,20,,2020/01/01,,,,
2711501854,就労継続支援Ｂ型事業所　ＨＡＲＥＮＯＨＩ　ＷＯＲＫＳ,050-5357-5363,050-5210-3752,537-0011,大阪市東成区東今里三丁目１４番６号　徳原マンション２０２号,Ｍｅｉアシスト株式会社,○,○,○,○,20,,2023/05/01,,,,
2711500393,東成工房,06-6976-7964,06-6976-7964,537-0011,大阪市東成区東今里二丁目１番１９号　西善ビル１・２階,特定非営利活動法人　東成精神障害者を支える会サラダ倶楽部,,○,○,,14,○,2010/01/01,,,,
2711501946,ｏｎｅ－ｗｉｔｈ　Ｐｌａｎｔ,06-4259-0077,06-4259-0078,537-0012,大阪市東成区大今里一丁目１０番２４号　アプローズ大今里６０１号室,株式会社ｏｎｅ－ｗｉｔｈ,○,○,○,○,35,,2024/01/01,,,,
2711502118,陽のあたる場所,06-4309-8894,06-4309-8314,537-0012,大阪市東成区大今里三丁目１５番２３号　岸田ビル４階,タカラモンテ株式会社,○,○,○,○,20,,2024/09/01,,,,
2711502084,かぼす,06-6753-8648,06-6753-8649,537-0012,大阪市東成区大今里一丁目３１番１９号　 ,株式会社まろん,○,○,○,○,20,,2024/08/01,,,,
2711502175,２４ＲＥＡＬ,06-6224-7810,06-6224-7571,537-0012,大阪市東成区大今里二丁目６番１８号　昇徳ビル３階,合同会社ＲＯＺＡ,○,○,○,○,20,,2024/11/01,,,,
2711501359,就労継続支援Ｂ型事業所ＷＯＬＦ,06-6785-7628,06-6785-7643,537-0013,大阪市東成区大今里南一丁目１番２３号　ノアーズアーク今里１００３号,株式会社ＷＯＬＦ,○,○,○,○,20,,2021/01/01,,,,
2711501763,Ｅｉｒ／Ｈｏｍｅ大阪東成店,090-3944-0320,06-6732-4773,537-0013,大阪市東成区大今里南五丁目１７番１４号　 ,合同会社Ｎｅｘｔ　Ｃｒｅａｔｅ　Ｉｎｃ．,,○,○,,20,,2022/12/01,,,,
2711501847,つなぐ,06-6753-8933, ,537-0013,大阪市東成区大今里南三丁目１３番１３号　 ,株式会社つなぐ,○,○,○,○,20,,2023/05/01,,,,
2711500922,いまとみらい,06-6974-2282,06-6753-8405,537-0014,大阪市東成区大今里西三丁目２番３７号　いまとみらい館,株式会社　大阪東福祉サービス,○,○,○,○,20,,2017/03/01,,,,
2711501003,とんとん,06-7506-7733,06-7508-6886,537-0014,大阪市東成区大今里西二丁目７番２３号　 ,株式会社もりもと塾,○,○,○,○,20,,2018/04/01,,,,
2711501003,とんとん,06-7506-7733,06-7508-6886,537-0014,大阪市東成区大今里西二丁目７番２２号　,株式会社もりもと塾,○,○,○,○,10,,2018/04/01,とんとん,,,
2711501573,就労継続支援Ｂ型　心話ｃｏｃｏｗａ,06-6224-4822,06-6224-4822,537-0014,大阪市東成区大今里西二丁目５番１７号　 ,合同会社スリーエイト８８８,○,○,○,○,30,○,2023/09/01,,,,
2711501961,てくてく　ぷらす,06-4400-0608, ,537-0014,大阪市東成区大今里西一丁目２３番２号　 ,合同会社てくてく福祉会,○,○,○,○,20,,2024/03/01,,,,
2711500385,サラダぼーる,06-4259-2507,06-4259-2507,537-0014,大阪市東成区大今里西三丁目１７番１７号　サンコート今里１０１号,特定非営利活動法人　東成精神障害者を支える会サラダ倶楽部,,○,○,,16,○,2010/01/01,,,,
2711501086,大阪障がい者支援センター,06-6973-8080,06-6973-8081,537-0014,大阪市東成区大今里西一丁目２９番１４号　富士火災今里ビル５０２号室,特定非営利活動法人大阪障がい者支援センター,○,○,○,○,20,,2018/12/01,,,,
2711500690,サンフィールド緑橋,06-7506-1602,06-7507-2338,537-0021,大阪市東成区東中本一丁目１０番１４号　 ,ニール株式会社,○,○,○,○,10,○,2020/10/01,,,,
2711501326,Ｆｒｏｍｊｏｂ緑橋,06-6224-3063, ,537-0021,大阪市東成区東中本二丁目６番２号　光本マンション１階,Ｆｒｏｍｊｏｂ株式会社,○,○,○,○,10,○,2020/11/01,,,,
2711501953,あいるワークさぽーと,06-6732-4987,06-6732-4988,537-0021,大阪市東成区東中本三丁目３番１４号　 ,株式会社Ｍｔ．Ｗｅｓｔ,○,○,○,○,20,,2024/02/01,,,,
2711501938,ＡｓＦｉｎｅアジャスト森ノ宮オフィス,06-4307-5375,06-4307-5675,537-0022,大阪市東成区中本二丁目１１番５号　森ノ宮シルクビル２０２,ＡｓＦｉｎｅ株式会社,○,○,○,○,20,,2024/01/01,,,,
2711501581,トマトルーム,06-7506-9084,06-6975-0914,537-0022,大阪市東成区中本五丁目２７番１８号　 ,シルバー工業株式会社,,○,○,,20,,2022/03/01,,,,
2711502191,エイト,06-6723-4115,06-6723-4116,537-0022,大阪市東成区中本一丁目１１番１０号２階　 ,株式会社エイト,○,○,○,○,20,,2024/12/01,,,,
2711500211,支援センター中,06-6975-3380,06-6748-0336,537-0023,大阪市東成区玉津二丁目１１番２６号　 ,社会福祉法人　大阪手をつなぐ育成会,○,○,○,,20,○,2007/04/01,,,,
2711501607,アトリエＳＵＹＯ,06-6972-5855,06-6972-5855,537-0024,大阪市東成区東小橋一丁目２番１６号　 ,一般社団法人惣,○,○,○,○,20,,2022/04/01,,,,
2711502134,就労継続支援ｂ型　エーデル　玉造,06-6977-8618,06-6077-8817,537-0024,大阪市東成区東小橋一丁目１１番２号　大河内ビル３階,株式会社エーデル,○,○,○,○,20,,2024/10/01,,,,
2711500229,昴,06-6973-8123,06-6973-8125,537-0024,大阪市東成区東小橋一丁目７番３号　 ,ＮＰО法人　オリオン,○,○,○,,40,,2007/04/01,,,,
2711500914,タスト,06-6975-8050,06-6975-8051,537-0024,大阪市東成区東小橋三丁目１番１５号　ＮＫＢビル２階・４階,特定非営利活動法人　精神障害者支援の会ヒット,,,○,,20,,2017/02/01,,,,
2719400190,なにわの宮,06-4307-6558,06-4307-6558,537-0025,大阪市東成区中道三丁目１５番１６号　 ,社会福祉法人　大阪府肢体不自由者協会,○,○,○,,10,○,2007/04/01,,,,
2711500864,パーパス,06-6747-9440,06-6747-9450,537-0025,大阪市東成区中道四丁目５番１４号　エスポワールあずま１０４,株式会社ＭＩＲＡＩ,○,○,○,○,20,,2016/11/01,,,,
2711501730,障がい福祉サポートネットＮｉｎｅ東成,080-7166-6408,06-4256-0763,537-0025,大阪市東成区中道二丁目２８番３号　 ,株式会社Ｎｉｎｅ,○,○,○,○,20,,2022/11/01,,,,
2711502001,河の雫,06-6224-7592,06-6224-7593,537-0025,大阪市東成区中道一丁目９番１０号　 ,合同会社河の雫,○,○,○,○,20,,2024/06/01,,,,
2711502050,就労支援事業所パームステーション東成,06-7503-1183,06-7506-9432,537-0025,大阪市東成区中道二丁目１０番３号　 ,ヤシキプリント株式会社,○,○,○,○,20,,2024/08/01,,,,
2711502142,未来予想図,06-6974-1360,06-6224-7593,537-0025,大阪市東成区中道一丁目９番１０号　左側,合同会社障害者就労援護会,○,○,○,○,20,,2024/10/01,,,,
2711502217,杜の雫,06-6753-8757,06-6753-8758,537-0025,大阪市東成区中道一丁目８番８号　 ,合同会社杜の雫,○,○,○,○,20,,2024/12/01,,,,
2712202577,障がい福祉　和,06-4256-0754,06-4256-0764,537-0025,大阪市東成区中道二丁目２６番１４号　 ,特定非営利活動法人ピースツリー,○,○,○,○,20,,2018/09/01,,,,
2712203781,ミルソラ,06-6757-6677,06-6757-6677,544-0001,大阪市生野区新今里七丁目１０番８号　 ,株式会社　神戸屋,○,○,○,○,20,,2022/11/01,,,,
2712202460,ポルテ,06-6753-7430,06-6753-7431,544-0001,大阪市生野区新今里二丁目１１番２号　スペラーレ今里１Ｆ,株式会社アプリ,○,○,○,○,20,,2018/04/01,,,,
2712202353,パール,06-6753-7575,06-6753-7575,544-0001,大阪市生野区新今里四丁目１０番２０号　 ,株式会社パール,○,○,○,○,20,,2022/06/01,,,,
2712203062,パール新今里,06-6758-3358,06-6758-3358,544-0001,大阪市生野区新今里四丁目１１番１９号　 ,株式会社パール,○,○,○,○,20,,2020/10/01,,,,
2711501441,就労支援事業所パームステーション今里,06-7502-5926,06-7632-3380,544-0001,大阪市生野区新今里三丁目１３番１９号　２階,株式会社ヤシキ,○,○,○,○,20,,2021/06/01,,,,
2712203336,就労継続支援Ｂ型事業所ふぁむ,06-6736-5305,06-6736-5305,544-0001,大阪市生野区新今里六丁目５番６号　１階,株式会社ゆめかわ,○,○,○,○,20,,2021/07/01,,,,
2712203674,エナリ,06-6743-6120,06-6743-6121,544-0001,大阪市生野区新今里四丁目１０番１０号　新今里コーポラス１Ｆ,株式会社恵成,○,○,○,○,20,,2022/04/01,,,,
2712200621,いわき生野学園,06-6753-1121,06-6753-1123,544-0002,大阪市生野区小路三丁目１９番１９号　,社会福祉法人　いわき学園,,○,,,14,○,2007/04/01,,,,
