事業所番号,事業所名称,TEL,FAX,事業所郵便番号,事業所所在地,申請者,児,定員,居,放,定員,保,備考,,
2751220076,風さん,072-415-2294,072-496-2294,590-0451,大阪府泉南郡熊取町野田一丁目２番12号ネゴロビル２階,株式会社Ｖｉｅｎｔｏ,,,,●,10,,,大阪府泉南郡熊取町,0
2751220092,まいるーむ放課後こども教室チャレンジ,072-493-2995,072-493-2995,590-0412,大阪府泉南郡熊取町紺屋二丁目21番15号,株式会社ＫＴＡＪ,●,10,,●,10,,,大阪府泉南郡熊取町,0
2751220100,キッズハウスきりん,072-487-2525,072-487-2526,590-0457,大阪府泉南郡熊取町朝代東一丁目６番８号,特定非営利活動法人フォレスト,,,,●,10,,,大阪府泉南郡熊取町,0
2751220118,そら,072-453-3071,072-453-3125,590-0450,大阪府泉南郡熊取町大宮三丁目644番地２,株式会社ジョワ,●,10,,●,10,,,大阪府泉南郡熊取町,0
2751220142,あったかい,072-468-7303,072-468-7116,590-0415,大阪府泉南郡熊取町五門西一丁目１番３号,合同会社Ｎ．Ｉ．Ｌａｂ,☆,5,,☆,5,,,大阪府泉南郡熊取町,0
2751220159,セントラル・パーク　みさき　たながわ教室,072-425-7254,072-425-4636,599-0311,大阪府泉南郡岬町多奈川谷川1744番地,株式会社ＪＣＰ,●,10,,●,10,●,,大阪府泉南郡岬町,0
2751220167,児童発達支援・放課後等デイサービスふぉんたーな,090-6557-7196,,590-0402,大阪府泉南郡熊取町大久保北二丁目20番４号,一般社団法人あぼかど,●,10,,●,10,,,泉南郡熊取町,9
2751220175,風さんＮＩＣＯ,072-468-7725,072-468-7726,590-0415,大阪府泉南郡熊取町五門西一丁目２番６号,株式会社Ｖｉｅｎｔｏ,,,,●,10,,,泉南郡熊取町,10
2755400013,リハこどもデイアイビー,0725-90-6123,0725-90-6124,595-0804,大阪府泉北郡忠岡町馬瀬一丁目１番８号,株式会社グランドアイビー,●,10,,●,10,,,大阪府泉北郡忠岡町,0
2755400021,こどもデイサービスハニーコスモス,0725-20-6173,0725-20-6173,595-0812,大阪府泉北郡忠岡町忠岡中一丁目10番４号,株式会社足利塾,●,10,,●,10,,,大阪府泉北郡忠岡町,0
2755400039,リハこどもデイ　メイフラワー,0725-21-3336,0725-21-3337,595-0804,大阪府泉北郡忠岡町馬瀬三丁目２番５号１階・２階（203号室）,株式会社グランドアイビー,●,10,,●,10,,,大阪府泉北郡忠岡町,0
2755400047,こどもデイサービスアレ・オリヴィエ,0725-30-2941,0725-30-2941,595-0813,大阪府泉北郡忠岡町忠岡南一丁目４番８号,株式会社足利塾,●,10,,●,10,,,大阪府泉北郡忠岡町,0
2755400062,リハこどもデイ　フクシア,0725-20-0830,0725-20-0831,595-0802,大阪府泉北郡忠岡町高月南三丁目８番37号,社会福祉法人のぼり藤,●,10,,●,10,,,大阪府泉北郡忠岡町,0
2755400070,ファーストステップ忠岡,0725-58-9022,0725-58-9023,595-0812,大阪府泉北郡忠岡町忠岡中一丁目11番12号　１階,株式会社Ｔｈｅ　Ｆｉｒｓｔ,●,10,,,,,,大阪府泉北郡忠岡町,6
2753520010,デイサービスＧＯＹＡ　きっずくらぶ,0721-69-6667,0721-98-3151,583-0992,大阪府南河内郡太子町山田2652番地の４,株式会社であい,,,,●,10,,共生型,大阪府南河内郡太子町,0
2753580055,えーる,0721-98-2201,0721-98-2210,583-099１,大阪府南河内郡太子町大字春日103番地の47,株式会社　雅板金工業,●,10,,●,10,,,大阪府南河内郡太子町,0
2753580063,ふれんど,0721-98-0578,0721-98-0578,583-0991,大阪府南河内郡太子町大字春日230番地２吉田マンション102号室・201号室,グーテライゼ合同会社,☆,5,,☆,5,,,大阪府南河内郡太子町,0
2753540018,学童ちむちむ,0721-93-2009,0721-93-2009,585-0035,大阪府南河内郡河南町大字寛弘寺856番地の９,特定非営利活動法人のーまらいず,●,10,,●,10,,,大阪府南河内郡河南町,0
2753540034,どんぐり学園河南校,0721-69-6967,0721-69-8567,585-0014,大阪府南河内郡河南町白木75番,社会福祉法人鳳雛会,●,10,,●,10,,,大阪府南河内郡河南町,0
2753540042,てぃーだ,0721-68-7155,0721-68-7156,585-0005,大阪府南河内郡河南町大宝二丁目５番２号,特定非営利活動法人のーまらいず,,,,●,10,,,大阪府南河内郡河南町,0
2753580014,マザーズハウスつむぎ,0721-21-1092,0721-21-6626,585-0053,大阪府南河内郡千早赤阪村大字小吹68番地の646,ＮＰＯ法人ちはや子どもサポート,●,10,,●,10,,,大阪府南河内郡千早赤阪村,0
2753580022,マザーズハウスきずな２nd,0721-21-7128,0721-21-6626,585-0053,大阪府南河内郡千早赤阪村大字小吹68番地の487,ＮＰＯ法人ちはや子どもサポート,●,10,,●,10,,,大阪府南河内郡千早赤阪村,0
2753580030,マザーズハウスはばたき,0721-21-3249,0721-21-6626,586-0053,大阪府南河内郡千早赤阪村大字小吹68番地の812,ＮＰＯ法人ちはや子どもサポート,●,10,,●,10,,,大阪府南河内郡千早赤阪村,0
2753580071,マザーズハウスきずなＳｔｅｐ,0721-21-7615,0721-21-6626,585-0053,大阪府南河内郡千早赤阪村大字小吹68番地827,ＮＰＯ法人ちはや子どもサポート,●,10,,●,10,,,大阪府南河内郡千早赤阪村,0
